follower,followed
7580,43167
43167,157
73151,28405
214254,138
99039,11137
112971,294
29398,11297
112971,5823
112971,2907
2907,112971
344,35469
61272,35469
35469,344
35469,8267
35469,2505
35469,61272
167329,1608
167329,2833
167329,2812
167329,1709
167329,3287
167329,6127
167329,3302
167329,6996
160818,1673
43554,75784
43554,3892
43554,1181
43554,14922
43554,72104
43554,15277
43554,4134
27409,26794
27409,10841
267939,2741
27409,32872
170838,4122
170838,3943
170838,2841
32280,6569
32872,6569
33616,6569
6569,7182
28328,6569
344,6569
6569,32872
62671,6569
1570,6569
6569,167329
6569,157
6569,18567
171602,6569
2907,6569
6569,61272
6569,62671
167329,6569
17800,6569
6569,103731
193606,6569
103732,6569
6569,13803
6569,110283
61272,6569
70058,6569
6569,185491
6569,28117
47427,6569
6569,47427
7580,6569
7182,6569
81668,6569
6569,160681
6569,28328
18567,6569
457,6569
28117,6569
13803,6569
465,6569
16154,6569
6569,103732
6569,479
6569,16154
214276,2141
213931,2141
187852,7182
187852,344
61272,18785
187852,6127
158864,2445
32872,24452
100473,2445
82027,24452
85442,24452
181247,2445
14424,24452
10967,24452
73314,24452
18190,24452
1063,24452
185491,2445
86717,24452
167329,2445
8077,24452
61272,24452
465,24452
28405,24452
1282,24452
9023,24452
7585,24452
69392,24452
22390,24452
108414,2445
33688,24452
46790,24452
2907,24452
1570,24452
15238,24452
24573,24452
28117,24452
121438,2445
24452,3892
17797,24452
24452,3395
12109690,24
24452,82907
16154,24452
82907,24452
111370,2445
24452,70572
2556,24452
1735911,245
184769,2445
24196,24452
70572,24452
41838,24452
82348,24452
158873,2445
169000,2445
7664,24452
9944,24452
65665,24452
17265,24452
10996,24452
24590,24452
101024,2445
63316,24452
7546,24452
17731,24452
185568,2445
38758,24452
5547539,245
10738,24452
6091,24452
34638,24452
2400,24452
46785,24452
10643,24452
62930,24452
35398,24452
41916,24452
75784,24452
88280,24452
162367,2445
164235,2445
36671,24452
18126,24452
21464,24452
146885,2445
20628,24452
34538,24452
99715,24452
24452,12144
7614,24452
24452,2459
155593,2445
94336,24452
3395048,245
120819,2445
27770,24452
3228736,245
185563,2445
51291,24452
10672,24452
69958,24452
20631,24452
10674,24452
171602,2445
13803,24452
171583,2445
166014,2445
171386,2445
18146,24452
185810,2445
34597,24452
180202,2445
2582,24452
7580,24452
14201,24452
9800,24452
8079,24452
7547,24452
24452,12121
2812,15569
60568,15569
7580,15569
15569,7504
15569,12323
53667,28238
6726432,282
155593,2824
13707,28238
465,28238
34597,28238
50901,28238
97380,28238
21523,28238
112971,2824
25789,28238
171339,1563
171339,157
49146,17134
171339,9236
171339,1713
171339,4915
171339,2556
230282,1148
4189,152772
4189,29166
209336,4189
4189,35
350,4189
7580,4189
4189,134197
47152,4189
4189,209336
3892,4189
147238,4189
134197,4189
58180,1063
58180,1564
58180,1934
58180,5823
58180,3892
58180,2556
26395,26393
214276,2639
158873,2639
52422,26393
42493,26393
21269,26393
14424,26393
17731,26393
24196,26393
192828,2639
38758,26393
91863,26393
1063,26393
51291,26393
9944,26393
16372,26393
17797,26393
94801,26393
47512,26393
27267,26393
72317,26393
8079,26393
2656,26393
7580,26393
78115,26393
34638,26393
10738,26393
1570,26393
1565,26393
63316,26393
20632,26393
7588,26393
152772,2639
14922,26393
9918,26393
12109690,26
10672,26393
7648,26393
7210565,264
284094,2639
196026,2639
2400,26393
2935,26393
465,26393
82348,26393
16499,26393
10005,26393
34589,26393
132556,2639
46555,26393
199084,2639
60568,26393
2582,26393
16484,26393
130353,2639
88280,26393
16154,46542
7580,145
145000,1181
47411,8267
47411,157
171969,4741
47411,17197
7580,47411
271576,3857
271576,1345
271576,1675
271576,3461
14922,14272
142720,5823
142720,264
142720,1326
142720,3892
142720,1492
10996,14272
142720,1563
142720,4134
142720,3316
153071,2445
83975,24452
83975,157
83975,46399
83975,68371
68371,83975
35867,4482
44820,35867
72104,35867
35867,72104
138564,5645
164444,9635
33385,16444
164444,1418
164444,157
164444,3339
164444,2556
164444,3892
164444,1428
234377,2063
234377,6837
234377,8398
234377,1591
68371,23438
83975,23438
159073,2344
2653,416
416,24452
416,2653
49104,17132
171319,491
74090,19285
192850,2639
192850,7409
7580,138905
53340,43978
35684,19867
13803,19867
1150120,233
1150120,336
25678,41223
25678,3917
25678,1564
25678,7547
465,8913
25242,8913
165937,8913
34627,8913
63316,8913
253416,8913
166014,8913
5823,8913
83975,8913
8913,2777
8913,94851
27770,8913
94851,8913
8913,5823
20630,8913
165965,8913
14424,8913
165938,8913
165957,8913
158889,8913
88067,17134
171339,8807
49146,88067
88067,17132
171317,157
1570,171317
171317,8807
171339,1713
49146,17132
16154,22654
226541,1615
171324,458
47281,45799
17051,69363
34655,69363
219594,6936
141841,2668
75784,26682
9023,109144
1565,109144
465,109144
11917,10914
13256,10914
32872,10914
170838,1091
7580,109144
28464,10914
167227,1091
91863,10914
109144,1192
1564,109144
9944,109144
10738,10914
2907,109144
1567,109144
7631,109144
109144,4122
109144,3287
107385,1091
59461,27314
273136,5946
6821,134524
69958,13452
7580,134524
134524,1987
134524,2445
134524,1564
1564,134524
134524,6996
1567,134524
2907,139389
36671,9737
1567,7865
403192,389
134470,389
389009,5097
14424,38901
81540,28405
81540,33018
81540,23394
81540,6569
81540,5823
81540,2354
81540,4907
81540,35126
81540,35469
81540,8267
81540,91763
81540,9236
81540,28328
81540,68912
81540,7182
68912,8154
81540,21464
81540,6072
81540,24452
81540,21255
81540,28117
1073977,567
347224,1589
7547,347224
32872,75891
28117,75891
6569,75891
7580,75891
47427,75891
28328,75891
457,75891
16154,75891
61272,75891
166911,101
166911,8637
166911,1015
101024,1669
166911,2186
8637,166911
166911,1713
166911,1326
166911,6102
2907,166911
166911,264
166911,157
169765,2445
169765,7636
169765,1212
169765,2229
169765,1418
222885,1698
36671,25124
251243,2455
251243,1115
251243,1097
24553,25124
251243,1528
155643,1809
7648,155643
18089,15564
155643,1672
122547,9635
122547,2811
2983,122547
122547,9266
11149,12255
122547,3892
122547,7812
122547,524
122547,2445
129583,6707
65002,12958
129583,65
75996,12958
129583,76
129583,2146
129583,1001
129583,3266
129583,6072
47778,3286
43732,7182
43732,6103
43732,33018
43732,18549
43732,32872
43732,6569
43732,12548
43732,28328
6569,43732
14201,30453
67159,30453
30453,7504
7580,30453
30453,15347
108414,3045
251243,3045
10967,30453
6542,30453
30453,10841
13823,30453
65665,30453
46792,30453
150,30453
11149,30453
34575,30453
24553,30453
34539,30453
152812,3045
30453,5995
82027,30453
465,30453
15347,30453
2556,30453
23329,2556
23329,16766
23329,3892
23329,1565
23329,11917
23329,24452
23329,414
23329,2146
23329,5995
23329,13256
23329,157
23329,63284
23329,74391
23329,1563
23329,1063
23329,5274
23329,5697
23329,14006
23329,2159
23329,41223
23329,96349
23329,52223
23329,16484
23329,10005
23329,33018
23329,9236
23329,26393
23329,13395
23329,26394
344224,4
311324,5161
35216,31132
311324,3352
20631,31132
335230,3113
311324,1149
5161,311324
311324,11
311324,2063
10738,31132
10996,31132
311324,4139
201248,134
201248,1565
201248,2855
201248,1063
15558,1684
168404,9635
168404,3892
72317,14984
36883,14984
149841,4689
167451,1498
149841,1675
149841,3688
1002109,718
19804,28074
28074,5823
28074,15119
47152,28074
28074,8913
2556,28074
28074,28552
81001,19466
2475962,156
238312,2639
2475962,264
238312,8237
238312,1563
2475962,824
171366,414
24196,17137
171366,157
171366,2331
171366,9236
171366,6716
171366,2445
171366,5274
34736,17137
171366,3454
27298,24564
27298,1563
27298,9236
171318,273
27298,1063
24564,27298
81001,21497
21497,17642
68412,3199
3199,17805
3199,1282
3199,28074
3199,5823
28074,3199
3199,17731
3199,68412
3199,33523
17755,3199
3199,282181
3199,143476
3199,14424
1434755,32
44496,3199
46746,5823
46746,26393
34638,46746
10741,1227
83603,13395
83603,46399
83603,3892
83603,26393
13803,12443
34539,2848
28117,2848
7580,2848
193372,2152
193372,1072
193372,1063
164994,3892
164994,4689
21512,7504
21512,5823
17958,13803
195373,1796
13803,17958
34575,17958
17958,19537
17958,34575
17934,15347
17934,61024
17934,10005
840,12225
840,8267
840,164292
840,24553
840,18169
840,6103
18126,84
840,86717
840,5334
840,32598
840,14284
465,84
63517,10028
63517,13395
14780,11154
23353,11154
7631,11154
34539,11154
6788,11154
53340,11154
46746,11154
47427,11154
350,11154
4140,11154
17755,11154
306,11154
7580,11154
4134,11154
47281,11154
20216,11154
43554,11154
94336,1604
2584,24452
2584,1564
62930,2584
12225,2584
2584,20628
7547,2584
7631,2584
134524,2584
350,2584
2584,6293
60904,33016
465,33016
7631,33016
94336,33016
2653,33016
15678,33016
2400,33016
47427,33016
152755,3302
166163,3302
14780,33016
7580,33016
1567,33016
59216,33016
33681,33016
6569,33016
5274,33016
14922,33016
44496,33016
7546,33016
134524,3302
25789,33016
457,33016
155593,3302
46889,33016
108068,3302
2907,33016
1282,33016
96044,33016
41223,33016
28117,33016
6091,33016
24871,33016
33016,17642
9023,33016
34538,33016
17265,33016
36645,33016
165937,3302
162215,7127
7127,162215
164602,5823
2425882,582
164602,1015
164602,2556
2425882,256
2425882,102
158806,1186
21269,15881
158806,524
158806,5995
35684,3388
34614,5015
5015,7912
5015,6569
2907,5015
271576,5015
38574,5015
7912,5015
5015,13447
7631,5015
155593,5015
5015,25429
134470,5015
5015,34614
5015,38574
21862,14459
1567,144589
7580,144589
2556,144589
13256,14459
119819,1446
15445,14459
36872,14459
1570,144589
82907,14459
41223,14459
465,144589
3038,144589
134106,1446
2582,144589
24340,14459
46871,14459
17407,24555
95730,5823
15080,3932
7580,1508
15080,9236
32872,1508
196021,1181
196021,5048
2907,196021
196021,2907
196021,9236
266815,6557
65565,26682
22457,10373
22457,1564
10738,61
65565,14143
300108,1604
72104,65527
65527,15836
60568,65527
65527,33016
7580,65527
261727,7886
261727,5772
161441,2617
57716,26173
261727,1614
207331,1004
7580,162606
75477,15907
75477,11334
113338,7548
171337,7548
75477,3892
75477,17134
75477,11726
75477,36883
24771,9455
28074,9455
171515,1418
171515,349
171515,4122
171515,134
171515,157
171515,7504
218610,142
103911,2186
2556,21861
218610,1115
218610,1084
108414,2186
86944,21861
34655,21861
24553,21861
14348,34902
14348,11739
13860,1563
13860,11726
13860,462
2907,1386
13860,19889
13860,13256
13860,1063
13860,49035
49035,1386
18760,1386
13860,26392
13860,14742
4620,1386
13860,17265
13860,3892
151044,3458
34578,157
34578,15104
34578,22848
34578,5823
43732,51005
23823,8635
23823,29235
7580,23823
141841,2382
7547,23823
103732,2382
1063,23823
23823,2159
23823,7547
16499,23823
46782,23823
11876,23823
8637,23823
23823,2146
23823,5995
23823,4567
23823,8637
158856,2382
171515,2382
86944,23823
23823,10373
4140,23823
33016,6189
6189,10996
6189,3063
15080,6189
7631,6189
6189,24564
28775,6189
18126,6189
65665,6189
465,6189
6189,153818
6189,16372
158992,6189
6189,33016
7580,6189
6189,10788
10674,6189
33016,90056
90056,16042
1570,90056
90056,17139
90056,33016
90056,157
158818,2239
158818,7127
19804,15882
158818,9236
158818,264
158818,2556
158818,1563
158818,1001
158818,5995
78115,15882
158818,3892
158818,1326
7127,158818
158818,1063
158818,9635
281862,134
21464,23102
231019,2146
268897,9268
186247,1379
98819,7504
2854520,445
2854520,616
2854520,924
675392,1344
134358,6754
173318,157
173318,9006
7757,1819
7757,11855
7757,72317
7757,28106
72317,7757
7757,23599
169765,2229
141841,2229
222885,2229
222884,7578
222884,1563
222884,1698
222884,1418
1117585,157
15347,14923
33681,14923
135978,1492
9918,149226
2983,149226
7580,154559
279284,1546
154559,1564
154559,157
154559,2793
154559,9236
154559,1934
154559,1001
154559,1563
154559,1115
117387,14
13707,13999
134524,14
7580,13999
275709,1384
275709,4904
275709,7937
275709,1567
49035,27571
275709,9743
79289,53808
33681,53808
53808,67072
7580,53808
67072,53808
6072,174886
174886,1341
174886,6072
174886,1418
174886,1094
174886,1079
174886,2639
174886,524
174886,1001
174886,1063
174886,349
174886,7929
174886,2811
174886,2824
174886,6707
174886,9236
5161,158913
158913,5995
158913,2556
158913,1563
47152,15891
158913,1063
185659,1862
185659,2445
1583284,186
185659,1379
185659,6808
185659,1583
44699,6569
44699,82907
44699,13395
59746,32872
14922,59746
188317,5975
2582,59746
32872,59746
131122,5975
142877,1747
62930,14288
142877,1318
142877,3287
162581,134
162581,2146
162581,2476
162581,6324
162581,1556
162581,5823
185659,174
1583284,174
3161,33016
3161,5823
3161,21464
3161,13395
3161,108414
3161,26969
33616,10247
167329,1025
28328,10247
18567,10247
43732,10247
6569,102474
103732,1025
17800,10247
47427,10247
28117,10247
16154,10247
61272,10247
258953,4907
7580,258953
52569,5674
181420,1563
2907,18142
181420,4567
43249,2556
43249,96349
43249,1564
43249,82907
43249,70572
15238,43249
47108,43249
70572,43249
61009,43249
43249,47108
43249,391
43249,14424
43249,3892
43249,1563
193954,4325
43249,5995
82907,43249
32949,4907
7648,32949
32949,1564
32949,9236
32949,5823
207331,2187
5810,2847
34655,581
5810,15347
5810,1063
5810,13608
5810,30453
5810,92
5810,21464
5810,57716
5810,11149
5810,3892
67813,17407
243659,9236
64269,1569
152788,6427
14424,64269
7631,64269
14348,18246
1824573,597
14348,27975
279747,5975
1824573,718
142877,4127
124729,4413
279391,1097
171579,1001
171579,157
171579,1564
171579,9266
6569,62774
17800,62774
81668,62774
167329,6277
62774,10322
7580,62774
33616,62774
98819,62774
32872,62774
62774,18549
103222,6277
60904,62774
5810,794083
94336,17727
26457,17727
177268,3261
49030,16499
75947,4903
49030,1563
49030,4139
49030,7546
49030,35216
49030,86929
49030,391
162229,264
162229,1063
162229,1565
162229,7912
6145,114047
18126,29039
2475962,101
34597,10074
238312,1007
7580,27131
27131,4907
27131,14381
143808,2713
27131,14284
10674,27131
27131,10674
27131,26395
14284,27131
26395,27131
20044,4907
23582,20044
10738,20044
3917,20044
1570,20044
20044,157
20044,8637
8077,20044
20044,13256
20044,3917
20044,3892
20044,96349
35090,90501
905005,3509
27342,12186
12186,11982
394143,1219
12186,96349
12186,61024
12186,5995
12186,1564
12186,24452
12186,39428
12186,39414
12186,23823
12186,1565
12186,27342
228657,1453
8913,314571
15238,12315
212552,1232
53340,12315
81540,12315
53340,2143
15238,2143
81540,2143
212552,2143
214298,4398
20628,10639
1063858,339
1063,872489
82348,21779
1063,217786
82348,87249
214287,1232
15238,21429
439803,2143
214287,2143
214287,4398
47281,21429
214287,2126
20628,23976
17880,23976
2436627,24
23976,16723
3199,24352
24352,3199
1415219,181
180760,1415
58015,8912
58015,10914
133462,5802
58015,61024
58015,9236
171319,1789
7580,124633
166911,1246
124633,1669
39041,33018
166911,3904
83603,39041
39041,61024
1570,39041
10738,39041
81540,39041
3228736,39
161768,3904
61024,39041
34597,39041
2400,39041
358658,35
1008,10005
1008,87195
1008,13395
1008,5823
1008,157
3199,1008
6569,54746
61272,54746
28117,54746
7580,54746
17800,54746
16154,54746
457,54746
171969,5475
44269,72245
722452,4427
42493,4767
18162,28552
6091,771
93226,771
465,771
24771,771
236559,4647
6821,46469
2264,46469
2907,46469
465,61019
61019,64977
61019,6569
66067,13175
66067,1565
66067,157
66067,2576
66067,1569
66067,5823
66067,83975
66067,94851
66067,28121
66067,10942
66067,36883
66067,1063
66067,13395
66067,25222
66067,11501
66067,30355
66067,25253
8079,8147
20631,8147
28074,8147
465,8147
16499,8147
21523,8147
118372,8147
18020,33016
18020,6
243659,187
185728,2445
131122,1857
185728,1311
253188,457
30489,10006
30489,23036
171337,1001
171337,2304
540553,3261
67666,1563
67666,4288
67666,5995
67666,28121
46791,67666
67666,1934
67666,21371
67666,46791
67666,15886
67666,6788
67666,157
67666,2556
67666,44128
433,157
10002881,24
433,14613
433,9266
433,10942
433,13395
433,1565
10002881,93
10002881,19
433,185563
10002881,11
10002881,18
10002881,15
10002881,32
10002881,61
10002881,13
433,103222
433,61024
10002881,1
10002881,16
433,32206
10002881,16
433,24452
433,17642
433,16499
10002881,16
139529,6716
67159,13953
139529,2126
128208,1395
139529,9635
139529,1282
139529,4822
139529,204
48216,13953
139529,157
139529,3513
139529,5334
139529,1545
139529,1677
53340,13953
139529,9266
81540,13953
139529,2331
139529,2445
10002881,32
433,316735
316735,1
316735,433
134587,1569
426482,4974
192982,6746
341261,6427
102385,3413
341261,1024
121694,4992
34597,49922
185659,2862
1583284,286
286181,2456
13089,28618
286181,1309
185659,1309
1583284,131
81547,62774
81547,5823
81547,34902
193370,1672
193370,1563
32872,19337
193370,1063
109144,1934
193370,4122
167227,1934
193370,3287
193370,1091
42761,36746
158856,3675
367456,3914
2159,367456
367456,2159
44451,72824
7580,72824
12549692,73
4140,72824
33520,72824
7546,72824
20631,72824
1567,72824
7547,72824
152896,7282
12225,72824
158802,5995
158802,524
158802,9635
158802,2192
158906,1986
158906,457
158906,1709
158906,5995
158906,9236
158906,1512
158906,189
158906,3892
158906,2382
158906,7504
158906,524
158906,2159
15119,15891
158906,1418
120378,1589
158906,5697
158906,1563
158906,3687
158906,157
158906,8635
158906,414
158906,2146
158906,2556
158906,1198
158906,1401
158906,9635
158873,1589
158906,1173
158906,2924
158906,1558
1567,158906
23823,15891
158906,6542
8724893,401
2907,4005
217786,4005
40050,10005
91763,4005
116512,1236
15238,1236
7585,1236
152954,2146
21464,15295
16154,33523
35398,33523
1570,33523
62774,33523
47427,33523
32872,33523
20216,33523
61272,33523
28117,33523
33523,61272
33523,157
33523,28328
33523,32872
33523,28117
33523,18136
2556,33523
7182,33523
33523,62774
7580,33523
33523,10247
33523,6569
33523,24452
33523,16068
33523,20216
33523,16154
33523,2556
33523,7504
28328,33523
43732,33523
6569,33523
166014,7757
60904,77572
77572,16601
46399,77572
77572,1567
77572,66821
1567,77572
13803,77572
77572,6072
77572,10803
171602,7757
10803,77572
6072,77572
77572,5784
61272,77572
465,77572
5784,77572
94336,77572
77572,36528
77572,34902
77572,68412
77572,27328
7580,77572
33616,77572
77572,46399
27328,77572
9191610,776
77572,33016
77572,20631
77572,49104
10643,77572
77572,6569
77572,28117
165957,7757
66821,77572
28117,77572
77572,6582
65002,77572
68412,77572
262115,2373
27830,34095
34095,1564
79289,34095
34095,5995
34095,13395
34095,53808
166918,341
34095,79289
34095,157
14922,15981
465,46934
162229,4693
6726432,469
46934,36645
46934,3892
158809,4693
46934,9236
33681,46934
152788,4693
158826,4693
36645,46934
46934,2146
2424145,469
7580,46934
17797,46934
210932,4693
46934,15558
46934,5995
46934,14459
15558,46934
20630,46934
70466,46934
46934,78115
28117,83874
7580,83874
18125,28552
18125,15445
18125,157
18125,4148
18125,2983
18125,33018
18125,2192
2983,18125
18125,13598
18125,3892
18125,64977
18125,14923
18125,16042
52805,33018
52805,1564
52805,11982
52805,64595
52805,17797
264295,5281
52805,157
52805,11567
52805,2556
52805,2643
52805,5823
52805,5995
52805,15886
52805,14742
52805,37207
52805,14503
52805,46377
52805,28238
52805,28106
52805,11726
52805,9266
52805,67072
52805,15886
52805,4139
52805,26393
52805,64971
52805,28905
52805,2812
52805,17642
840,52805
52805,22848
52805,7547
129583,3219
82907,32193
25678,32193
7580,32193
81307,86381
21062,86381
171389,2639
171389,157
214281,2556
7585,214281
68437,21428
2556,214281
113513,2143
75784,21428
151044,2143
34638,21428
14922,21428
2983,9422
9422,238585
9422,2239
9422,11726
164298,1563
164298,2445
164298,414
164298,3036
164298,2556
164298,1713
164298,7675
164298,157
164298,4122
164298,1881
164298,2186
234365,1488
61272,23437
234365,6127
171372,157
171372,7504
171372,9635
171372,3892
171372,6985
171372,2146
171372,6716
235449,1089
235449,3538
37694,18125
18125,37694
43554,73715
97380,21382
120050,157
120050,1604
120050,134
120050,1186
120050,3302
8267,12005
16154,14697
10002881,47
46795,68404
46795,96349
433,46795
40355,26393
40355,91474
40355,1563
91474,40355
7580,112372
112372,5097
14284,11237
112372,1428
112372,1909
112372,4276
112372,1063
112372,5823
190921,1124
2812,112372
112372,5922
112372,1589
112372,4642
112372,157
112372,2812
112372,1565
112372,1094
46423,11237
42761,11237
34541,28552
34541,1063
37852,16766
37852,10507
37852,7547
37852,23656
37852,10967
37852,17805
37852,2556
37852,1563
37852,75305
7580,37852
37852,26394
37852,54229
37852,11726
37852,28218
37852,46469
37852,37207
37852,20397
37852,34655
37852,4397
7579,3892
7579,4139
7579,213827
7579,1564
7579,282181
7579,17805
7579,7409
27267,7579
2400,7579
1063,7579
7579,15445
7579,10674
213824,7579
7579,4567
2907,7579
7579,322874
82366,7579
47281,7579
7579,52402
7579,414
7579,24
7579,24553
7579,24533
7579,14922
7579,30355
113513,7579
7579,2159
7579,2146
7579,16766
3228736,758
7579,1563
7579,2556
7579,164235
2556,7579
7579,8637
7579,61024
7579,1934
74090,7579
7579,1565
6569,7579
7579,1063
7579,86929
7579,11917
7579,2907
7579,157
7579,94851
13803,7579
14922,7579
7579,11914
7579,4907
43554,7579
7579,2239
7579,18146
24553,7579
7579,82366
7579,24452
7579,213824
7579,72711
7579,9236
7579,41223
7579,10788
7579,33018
7579,32206
7579,67072
7579,7547
7579,14006
80468,7579
1570,7579
10674,7579
25789,7579
213827,7579
7579,7504
7579,4689
7579,5995
18146,7579
7579,11149
4140,7579
7579,123233
21269,7579
7580,163506
43554,16099
22041,16351
43554,16351
7580,160991
1635057,22
22041,16099
160991,2204
10645,82907
10645,37207
10645,2354
10645,52402
34597,10645
10645,157
107420,1065
10645,1563
10645,21428
40002,10645
10645,67072
10645,7504
10645,75996
10645,16613
10645,2556
10645,26392
4140,10645
29830,10645
324661,204
12429,14424
127887,1243
14424,12429
12429,12789
12225,12429
12429,11321
12429,63316
12429,85311
63316,12429
20628,12429
17642,66326
159073,7425
171337,7425
74247,3892
14922,74247
74247,11726
30489,74247
155917,3892
86717,15592
155917,7585
155917,2445
155917,5823
24017,21277
2983,36454
65665,36454
14963,36454
169765,3645
43554,36454
141841,3645
250079,3645
35398,36454
8079,36454
34539,36454
75784,36454
2556,36454
231019,5461
6072,546108
27420,42493
465,2742
42493,2742
27420,4767
314800,1747
262046,6569
36034,1563
213436,1662
213436,2924
213436,7504
72317,13711
13711,14435
263126,1569
280903,5208
52077,2809
192851,2809
11726,2809
46871,25281
46871,93301
2400,93301
76233,2239
76233,38343
76233,5995
76233,38574
76233,1063
76233,10788
76233,13395
76233,59332
76233,157
76233,15382
76233,82366
76233,37207
76233,10005
32206,76233
76233,1595
76233,1563
76233,28106
76233,15306
76233,32206
76233,76701
76233,7547
76233,11855
93974,17131
93974,7592
93974,18549
93974,16424
164235,9397
93974,41916
93974,36872
7592,93974
6542,171328
72711,17133
171328,2556
171328,3687
171328,157
171328,414
171328,6102
171328,872
171328,1255
171328,6704
171328,7271
15119,17133
171328,1326
171328,1563
171328,457
2907,132291
56740,31606
52569,31606
124729,8231
7580,76035
2556,76035
14424,76035
46399,76035
7631,76035
1567,76035
180045,1104
110377,18
110377,6996
5990,5085
5990,157
5990,11917
5990,9236
5990,1934
5990,23976
5990,10005
132760,1934
132760,1074
132760,9186
91863,13276
132760,4122
132760,1563
332082,7504
7580,166077
166077,4184
166077,3892
166077,1074
166077,2445
132760,6231
62313,13276
171627,2159
280903,1716
171627,157
171627,5208
171627,3892
52077,17163
171627,7547
171627,1589
171627,3914
171627,1173
171627,7439
74391,17163
198978,3892
33681,19898
171318,4982
245506,3036
245506,3038
245506,7547
171318,2455
2400,245506
7547,245506
34638,24551
64319,24551
237284,7185
27409,4328
18190,4328
14129,4328
4328,158865
465,4328
132556,4328
7631,4328
60568,4328
29659,4328
1400906,433
82060,4328
34597,4328
112372,4328
70715,4328
34627,4328
4328,5995
14780,4328
4328,42671
7664,4328
24771,4328
4328,1565
17950,4328
33374,4328
4328,53808
4328,100473
166918,4328
391,4328
30453,4328
4328,67072
4328,24452
34594,4328
26395,4328
13089,4328
4328,391
4328,1564
33681,4328
4328,16042
4328,109144
401456,4328
4328,43249
4328,35
171583,4328
4328,32661
1063,4328
4328,15445
59216,4328
168278,4328
4328,1934
91936,4328
158865,4328
4328,1588
25789,4328
14424,4328
36528,4328
7580,4328
46792,4328
4328,78115
7546,4328
16499,4328
10672,4328
43249,4328
9944,4328
4328,91936
222885,4328
42761,4328
4328,9236
4328,59216
33918,4328
180839,7912
5015,180839
7912,180839
180839,1345
180839,5015
38574,18084
180839,3857
34614,18084
180839,3461
134470,1808
158410,6799
158410,2487
24871,15841
158410,1558
5161,75438
75438,16499
75438,1063
16499,75438
75438,5161
238585,1904
9422,190448
29869,19045
74180,10897
108971,7546
5823,108971
47049,10897
108971,6311
108971,7418
108971,1563
63114,10897
108971,5823
7730,108971
1434755,109
142720,109
74242,1934
74242,2146
74242,15382
74242,1563
74242,32612
74242,30453
3802316,138
3802316,215
24196,23588
171620,2359
2400,23588
23588,2848
4992,16484
4992,1565
372976,109
47049,37298
372976,1435
141908,373
1434755,373
372976,4705
108971,373
372976,1419
311324,373
372976,1643
372976,7469
131465,4741
131465,1615
31909,157
16484,31909
37852,31909
34627,31909
31909,1564
31909,22041
7580,31909
31909,9236
465,31909
31909,34627
31909,41223
16484,22596
14424,22596
150,22596
7580,22596
12000,5823
12000,16484
169553,9002
12000,1563
169553,12
74867,34902
119984,2556
119984,157
78040,37215
37215,7804
18126,4499
13803,4499
78828,4499
15238,4499
44990,3914
197069,4499
117387,4499
78094,4499
44990,27328
33681,4499
44990,4629
44267,4499
44990,29235
50901,4499
180219,4499
11855,4499
17880,4499
306,4499
44990,4567
44990,2159
33018,4499
20628,4499
17797,4499
27328,4499
44990,20628
132556,4499
7580,4499
32280,4499
52805,4499
43249,26543
17880,8228
180219,8228
82280,157
433,8228
20628,8228
78828,8228
12225,8228
27328,8228
60568,8228
10002881,82
44990,8228
21464,23604
236036,1039
28117,23604
236036,3722
236036,2146
78040,23604
236036,76
236036,1361
75996,23604
171602,236
103911,236
37215,23604
166163,236
13608,23604
57102,10738
190370,4629
190370,346
190370,9944
190370,4767
190370,2824
20628,19037
46290,19037
190370,1934
190370,6158
190370,4499
8103,79
7900,33158
47427,79
1567,79
7900,1558
7900,47427
24871,79
158410,79
7900,8103
89323,4767
89323,2742
14284,89323
17797,89323
89323,28905
89323,14129
89323,1236
89323,96349
89323,17797
89323,19285
27420,89323
89323,1563
6821,238943
37852,23894
52422,23894
41545,1569
41545,71628
7549,22041
12225,7549
7580,7549
16499,7549
22041,7549
7549,5823
125760,178
125760,7881
125760,1174
125760,3126
125760,8932
125760,1413
125760,7883
78828,12576
125760,6057
14780,12576
60568,12576
17797,12576
125760,1788
125760,3752
125760,2063
89323,12576
20628,12576
160493,2063
160493,1413
160493,1764
160493,1904
2436627,16
117387,1605
160493,414
78828,16049
160493,2733
160493,2398
176395,1605
160493,4427
160493,1401
160493,1788
27328,16049
160493,3126
150,160493
125760,1605
160493,1258
160493,7883
160493,2711
160493,1524
160493,2437
160493,7881
160493,2456
160493,1174
17880,16049
472160,6328
278221,4122
15558,93489
934892,2389
934892,2579
934892,1556
18054,3892
465,18054
18054,26393
18054,28405
18054,26392
18054,7912
18054,78115
245844,6102
229691,2505
235935,5308
59216,57714
63316,57714
12225,10003
18146,10003
57714,14284
11415773,1
14284,10003
57714,38076
63316,10003
181711,5771
18146,57714
38076,10003
59216,10003
33681,57714
36656,10003
57714,18171
57714,59216
36656,57714
181711,1
78094,10003
14284,57714
38076,57714
12225,57714
33681,10003
237284,1077
25274,24165
7580,14113
14113,4629
44990,14113
14113,157
14113,34538
32280,14113
1583284,141
14113,21863
14113,1563
14113,10005
46791,14113
4140,14113
34597,14113
14113,14129
16499,14113
46290,14113
14113,2556
170838,1411
14113,16484
14113,20628
155593,1411
180219,1411
14113,5823
14113,78828
14113,1564
13823,14113
14113,7547
17755,14113
14113,67072
14113,37207
1564,14113
14129,14113
14113,41811
14113,26392
14113,3892
